Date,NSEI,BSESN,INDIAVIX
2021-06-09,15635.349609375,51941.640625,14.75
2021-06-10,15737.75,52300.46875,15.0
2021-06-11,15799.349609375,52474.76171875,14.100000381469727
2021-06-14,15811.849609375,52551.53125,14.720000267028809
2021-06-15,15869.25,52773.05078125,14.609999656677246
2021-06-16,15767.5498046875,52501.98046875,14.869999885559082
2021-06-17,15691.400390625,52323.328125,15.289999961853027
2021-06-18,15683.349609375,52344.44921875,14.800000190734863
2021-06-21,15746.5,52574.4609375,15.0600004196167
2021-06-22,15772.75,52588.7109375,14.739999771118164
2021-06-23,15686.9501953125,52306.078125,15.369999885559082
2021-06-24,15790.4501953125,52699.0,15.100000381469727
2021-06-25,15860.349609375,52925.0390625,13.369999885559082
2021-06-28,15814.7001953125,52735.58984375,13.399999618530273
2021-06-29,15748.4501953125,52549.66015625,13.0
2021-06-30,15721.5,52482.7109375,13.050000190734863
2021-07-01,15680.0,52318.6015625,12.84000015258789
2021-07-02,15722.2001953125,52484.671875,12.09000015258789
2021-07-06,15818.25,52861.1796875,12.279999732971191
2021-07-07,15879.650390625,53054.76171875,12.210000038146973
2021-07-08,15727.900390625,52568.94140625,13.5600004196167
2021-07-09,15689.7998046875,52386.19140625,12.9399995803833
2021-07-12,15692.599609375,52372.69140625,12.989999771118164
2021-07-13,15812.349609375,52769.73046875,12.619999885559082
2021-07-14,15853.9501953125,52904.05078125,12.59000015258789
2021-07-15,15924.2001953125,53158.8515625,12.270000457763672
2021-07-16,15923.400390625,53140.05859375,11.710000038146973
